Name #55,NameZhHk #57,NameTw #56,SkuSupplierConfig #96,Brand #10,PrimaryCategory #1,SubCatType #103,BrowseNodes #7,ColorFamily #23,Color #20,ColorZhHk #22,ColorTw #21,ParentSku #3,SellerSku #97,ProductId #8,Quantity #4,BrandData #322,ScheduledLiveDate #81,Sizesystembrand #194,Variation #193,Gender #39,Year #122,Season #82,Modeiswearing #49,CareLabel #11,CareLabelZhHk #13,CareLabelTw #12,Material #42,MaterialZhHk #44,MaterialTw #43,Fragile #321,Description #28,ShortDescriptionZhHk #90,ShortDescriptionTw #89,Measurements #45,MeasurementsZhHk #47,MeasurementsTw #46,Modelbodymeasurements #51,ModelbodymeasurementsZhHk #53,ModelbodymeasurementsTw #52,EarthEditCriteria #318,EarthEditTag #316,EarthEditProof #317,Luxury #295,OfficialStore #299,Condition #255,BoxHeightSimple #312,BoxLengthSimple #314,BoxWidthSimple #313,WeightSimple #315,ProductGroup #PG1,Price #73,SalePrice #115,SaleStartDate #114,SaleEndDate #116,StatusSupplierSourceHk #325,PriceMy #67,TempMarkdownPriceMy #109,TempMarkdownFromMy #108,TempMarkdownToMy #110,StatusSupplierSourceMy #324,PriceSg #64,TempMarkdownPriceSg #106,TempMarkdownFromSg #105,TempMarkdownToSg #107,StatusSupplierSourceSg #323,PriceTw #70,TempMarkdownPriceTw #112,TempMarkdownFromTw #111,TempMarkdownToTw #113,StatusSupplierSourceTw #326,MainImage #IM1,Image2 #IM2,Image3 #IM3,Image4 #IM4,Image5 #IM5,Image6 #IM6,Image7 #IM7,Image8 #IM8
Pre-Loved Hermès Brown Leather Oasis Sandal,Pre-Loved Hermès Brown Leather Oasis Sandal,Pre-Loved Hermès Brown Leather Oasis Sandal,SVMYSH235597,Hermès,45-Shoes > Women's Shoes > Sandals,Sandals & Flip Flops,7514,BROWN,BROWN,BROWN,BROWN,,SVMYSH235597,235597,1,,2024-02-20,EU,39,Female,,Spring-Summer,,Do not wash ,Do not wash ,Do not wash ,Leather,Leather,Leather,0,"COLOUR
BROWN

MATERIAL
Leather

SIZE
EU39

PRODUCT DETAILS
Sandal in calfskin with iconic ""H"" cut-out.  An iconic Hermes style, this silhouette is an essential piece in every wardrobe.    Made in Italy    Heel: 5 cm 

PACKAGING DETAILS
Comes with a box, authentication card, dust bag & sealed care instructions.

WARRANTY
Product does not come with any warranty services in the event of wear and tear.

RETURN / EXCHANGE
Returns must be unworn, unwashed, undamaged, unused, with the Zalora store tag attached. Returns will only be accepted if the product is returned in its original condition with all provided boxes / dust bags.
No Exchanges
","COLOUR
BROWN

MATERIAL
Leather

SIZE
EU39

PRODUCT DETAILS
Sandal in calfskin with iconic ""H"" cut-out.  An iconic Hermes style, this silhouette is an essential piece in every wardrobe.    Made in Italy    Heel: 5 cm 

PACKAGING DETAILS
Comes with a box, authentication card, dust bag & sealed care instructions.

WARRANTY
Product does not come with any warranty services in the event of wear and tear.

RETURN / EXCHANGE
Returns must be unworn, unwashed, undamaged, unused, with the Zalora store tag attached. Returns will only be accepted if the product is returned in its original condition with all provided boxes / dust bags.
No Exchanges
","COLOUR
BROWN

MATERIAL
Leather

SIZE
EU39

PRODUCT DETAILS
Sandal in calfskin with iconic ""H"" cut-out.  An iconic Hermes style, this silhouette is an essential piece in every wardrobe.    Made in Italy    Heel: 5 cm 

PACKAGING DETAILS
Comes with a box, authentication card, dust bag & sealed care instructions.

WARRANTY
Product does not come with any warranty services in the event of wear and tear.

RETURN / EXCHANGE
Returns must be unworn, unwashed, undamaged, unused, with the Zalora store tag attached. Returns will only be accepted if the product is returned in its original condition with all provided boxes / dust bags.
No Exchanges
",,,,,,,,Pre-Loved,,Pre-Loved,,GOOD,11,20,20,0.7,,4847,,,,active,2898,,,,active,840,,,,active,19975,,,,active,https://media.styletribute.com/products/235597/edt-8d3edbc0f23908925afbf466555f9e3b.jpg,https://media.styletribute.com/products/235597/0e58cccdad79623fe043df019c0a7279.jpg,https://media.styletribute.com/products/235597/d48bad113626516747d3974b03bf751e.jpg,https://media.styletribute.com/products/235597/edt-da0e30afa23f218bc35c929b7e6acc5e.jpg,https://media.styletribute.com/products/235597/edt-5de8ef76a159caca91fda43ca740d2fd.jpg,https://media.styletribute.com/products/235597/edt-bc66fe5da672160c8c39875fc72f2fb2.jpg,,
